date:2018/09/09---LINSSIDDATALOGVER hi 2.8
Time	SSID	MAC	Channel	Mode	Protocol	Security	Privacy	Cipher	Frequency	Quality	Signal	BW	Min_Sig	Max_Sig	Cen_Chan	First_Seen	Last_Seen	Vendor
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:A3:C8	11	AP	bgn	PSK	CCMP	CCMP	2462	54	-73	20	-78	-52	11	2018/09/09.15:54:38	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"DD Office"	00:1E:4A:90:00:20	11	AP		PSK	TKIP	TKIP	2462	18	-110	20	-91	-79	11	2018/09/09.15:54:38	2018/09/09.16:19:35	"Cisco Systems, Inc"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:8A:6C	36	AP		PSK	CCMP	CCMP	5180	28	-110	80	-88	-69	38	2018/09/09.15:54:38	2018/09/09.16:08:12	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:A6:8C	36	AP	bgnac	PSK	CCMP	CCMP	5180	72	-64	80	-84	-64	38	2018/09/09.15:54:38	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:77:3C	40	AP	bgnac	PSK	CCMP	CCMP	5200	22	-89	80	-90	-83	38	2018/09/09.15:54:38	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:8B:4C	40	AP		PSK	CCMP	CCMP	5200	26	-110	80	-90	-86	38	2018/09/09.15:54:38	2018/09/09.16:16:06	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:91:DC	44	AP	bgnac	PSK	CCMP	CCMP	5220	48	-76	80	-86	-59	46	2018/09/09.15:54:38	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:59:3C	48	AP	bgnac	PSK	CCMP	CCMP	5240	24	-88	80	-88	-70	46	2018/09/09.15:54:38	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:82:9C	48	AP	bgnac	PSK	CCMP	CCMP	5240	94	-53	80	-53	-35	46	2018/09/09.15:54:38	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:A3:0C	48	AP		PSK	CCMP	CCMP	5240	26	-110	80	-89	-75	46	2018/09/09.15:54:38	2018/09/09.16:11:51	"Ruckus Wireless"
2018/09/09.16:24:35	"COMMITTEE ROOM"	D4:68:4D:3E:A4:2C	149	AP		PSK	TKIP	CCMP TKIP	5745	20	-110	40	-90	-73	151	2018/09/09.15:54:38	2018/09/09.16:20:01	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:19:7C	149	AP	bgnac	PSK	CCMP	CCMP	5745	42	-79	80	-87	-68	151	2018/09/09.15:54:38	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:54:DC	157	AP	bgnac	PSK	CCMP	CCMP	5785	34	-83	80	-87	-76	159	2018/09/09.15:54:38	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:87:FC	157	AP	bgnac	PSK	CCMP	CCMP	5785	100	-50	80	-65	-38	159	2018/09/09.15:54:38	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:54:9C	157	AP		PSK	CCMP	CCMP	5785	22	-110	80	-91	-82	159	2018/09/09.15:54:38	2018/09/09.16:16:06	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:81:9C	157	AP		PSK	CCMP	CCMP	5785	24	-110	80	-90	-81	159	2018/09/09.15:54:38	2018/09/09.15:59:41	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:81:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	56	-72	80	-73	-64	159	2018/09/09.15:54:38	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:8C:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	58	-71	80	-77	-59	159	2018/09/09.15:54:38	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:8E:88	1	AP		PSK	CCMP	CCMP	2412	26	-110	20	-89	-83	1	2018/09/09.15:54:43	2018/09/09.15:57:34	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:8B:48	1	AP		PSK	CCMP	CCMP	2412	28	-110	20	-90	-81	1	2018/09/09.15:54:43	2018/09/09.16:21:54	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:87:28	1	AP	bgn	PSK	CCMP	CCMP	2412	30	-85	20	-91	-81	1	2018/09/09.15:54:43	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	6C:AA:B3:32:31:C8	1	AP	bgn	PSK	CCMP	CCMP	2412	74	-63	20	-89	-58	1	2018/09/09.15:54:43	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"EACCESS"	6C:AA:B3:72:31:C8	1	AP	bgn	PSK	CCMP	CCMP	2412	70	-65	20	-90	-58	1	2018/09/09.15:54:43	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:81:A8	4	AP		PSK	CCMP	CCMP	2427	22	-110	20	-89	-74	4	2018/09/09.15:54:43	2018/09/09.16:18:19	"Ruckus Wireless"
2018/09/09.16:24:35	"AndroidAP"	AC:C3:3A:7A:83:E8	6	AP		PSK	CCMP	CCMP	2437	66	-110	20	-72	-64	6	2018/09/09.15:54:43	2018/09/09.15:59:41	"Samsung Electronics Co.,Ltd"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:81:C8	4	AP	bgn	PSK	CCMP	CCMP	2427	24	-88	20	-90	-72	4	2018/09/09.15:54:43	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"<hidden>"	2C:E6:CC:1A:CB:D8	4	AP	bgn	PSK	TKIP	CCMP TKIP	2427	44	-78	20	-87	-62	4	2018/09/09.15:54:43	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:54:D8	6	AP	bgn	PSK	CCMP	CCMP	2437	76	-62	20	-81	-62	6	2018/09/09.15:54:43	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:A6:88	7	AP	bgn	PSK	CCMP	CCMP	2442	100	-50	20	-75	-43	7	2018/09/09.15:54:43	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:8A:68	7	AP	bgn	PSK	CCMP	CCMP	2442	22	-89	20	-90	-65	7	2018/09/09.15:54:43	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:54:18	9	AP	bgn	PSK	CCMP	CCMP	2452	20	-90	20	-90	-73	9	2018/09/09.15:54:43	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:58:E8	9	AP	bgn	PSK	CCMP	CCMP	2452	52	-74	20	-89	-74	9	2018/09/09.15:54:43	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	6C:AA:B3:32:24:68	11	AP	bgn	PSK	CCMP	CCMP	2462	38	-81	20	-89	-68	11	2018/09/09.15:54:43	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"EACCESS"	6C:AA:B3:72:24:68	11	AP	bgn	PSK	CCMP	CCMP	2462	36	-82	20	-90	-71	11	2018/09/09.15:54:43	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:8E:38	4	AP	bgn	PSK	CCMP	CCMP	2427	24	-88	20	-88	-82	4	2018/09/09.15:54:49	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:89:58	4	AP	bgn	PSK	CCMP	CCMP	2427	50	-75	20	-89	-65	4	2018/09/09.15:54:49	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:81:98	4	AP		PSK	CCMP	CCMP	2427	28	-110	20	-91	-70	4	2018/09/09.15:54:49	2018/09/09.16:23:40	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:77:38	7	AP	bgn	PSK	CCMP	CCMP	2442	32	-84	20	-89	-63	7	2018/09/09.15:54:49	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:A7:B8	11	AP	bgn	PSK	CCMP	CCMP	2462	64	-68	20	-82	-67	11	2018/09/09.15:54:49	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"Directorate"	58:93:96:08:4A:18	2	AP		PSK	TKIP	CCMP TKIP	2417	30	-110	20	-89	-80	2	2018/09/09.15:54:54	2018/09/09.16:21:54	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:54:88	11	AP		PSK	CCMP	CCMP	2462	24	-110	20	-90	-86	11	2018/09/09.15:54:59	2018/09/09.16:18:19	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:54:8C	153	AP		PSK	CCMP	CCMP	5765	22	-110	80	-90	-84	151	2018/09/09.15:54:59	2018/09/09.16:23:40	"Ruckus Wireless"
2018/09/09.16:24:35	"HP-Print-9E-LaserJet Pro MFP"	44:1C:A8:0F:72:9E	6	AP		PSK	TKIP	TKIP CCMP	2437	26	-110	20	-89	-87	6	2018/09/09.15:55:10	2018/09/09.15:57:34	"Hon Hai Precision Ind. Co.,Ltd."
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:A6:38	4	AP		PSK	CCMP	CCMP	2427	20	-110	20	-90	-85	4	2018/09/09.15:55:43	2018/09/09.16:21:09	"Ruckus Wireless"
2018/09/09.16:24:35	"DIRECT-50-HP M427 LaserJet"	42:49:0F:9A:96:50	6	AP		PSK	CCMP	CCMP	2437	22	-110	20	-89	-89	6	2018/09/09.15:56:28	2018/09/09.15:56:49	"<unrecognized>"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:57:78	11	AP		PSK	CCMP	CCMP	2462	20	-110	20	-90	-75	11	2018/09/09.15:56:28	2018/09/09.16:23:40	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:86:68	4	AP	bgn	PSK	CCMP	CCMP	2427	38	-81	20	-91	-81	4	2018/09/09.15:56:49	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	94:F6:65:1D:EC:D8	1	AP		PSK	CCMP	CCMP	2412	24	-110	20	-91	-75	1	2018/09/09.15:57:24	2018/09/09.16:23:08	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:78:A8	7	AP	bgn	PSK	CCMP	CCMP	2442	46	-77	20	-90	-76	7	2018/09/09.15:58:44	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:A7:BC	161	AP		PSK	CCMP	CCMP	5805	24	-110	80	-89	-88	159	2018/09/09.15:58:50	2018/09/09.16:23:14	"Ruckus Wireless"
2018/09/09.16:24:35	"PLACEMENT"	54:3D:37:11:BF:D8	10	AP		PSK	CCMP	CCMP	2457	20	-110	20	-91	-85	10	2018/09/09.15:59:20	2018/09/09.16:13:55	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:86:58	1	AP		PSK	CCMP	CCMP	2412	18	-110	20	-91	-70	1	2018/09/09.15:59:25	2018/09/09.16:23:33	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:A3:CC	48	AP		PSK	CCMP	CCMP	5240	28	-110	80	-88	-76	46	2018/09/09.16:00:13	2018/09/09.16:18:19	"Ruckus Wireless"
2018/09/09.16:24:35	"\x00"	00:1E:4A:90:00:60	6	AP					2437	18	-110	20	-91	-90	6	2018/09/09.16:00:45	2018/09/09.16:01:54	"Cisco Systems, Inc"
2018/09/09.16:24:35	"\x00"	00:1E:4A:8F:F5:D0	6	AP					2437	20	-110	20	-91	-86	6	2018/09/09.16:00:45	2018/09/09.16:21:54	"Cisco Systems, Inc"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:86:6C	40	AP		PSK	CCMP	CCMP	5200	28	-110	80	-90	-86	38	2018/09/09.16:00:50	2018/09/09.16:23:40	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:A0:E8	7	AP		PSK	CCMP	CCMP	2442	36	-110	20	-89	-80	7	2018/09/09.16:01:21	2018/09/09.16:20:08	"Ruckus Wireless"
2018/09/09.16:24:35	"EACCESS"	6C:AA:B3:72:31:CC	100	AP		PSK	CCMP	CCMP	5500	32	-110	40	-90	-84	102	2018/09/09.16:02:47	2018/09/09.16:19:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	6C:AA:B3:32:31:CC	100	AP		PSK	CCMP	CCMP	5500	32	-110	40	-89	-83	102	2018/09/09.16:02:57	2018/09/09.16:19:35	"Ruckus Wireless"
2018/09/09.16:24:35	"AAAAAJOeCBoAQwGXRedmi Note 4"	00:EC:0A:26:41:17	6	AP		PSK	CCMP	CCMP	2437	28	-110	20	-86	-57	6	2018/09/09.16:05:04	2018/09/09.16:14:05	"Xiaomi Communications Co Ltd"
2018/09/09.16:24:35	"TU"	E0:10:7F:2E:85:A8	7	AP		PSK	CCMP	CCMP	2442	20	-110	20	-90	-90	7	2018/09/09.16:05:04	2018/09/09.16:05:21	"Ruckus Wireless"
2018/09/09.16:24:35	"JioFi2_AD16A3"	C8:D7:79:AD:16:A3	7	AP		PSK	CCMP	CCMP	2442	24	-110	20	-89	-70	7	2018/09/09.16:05:10	2018/09/09.16:23:40	"QING DAO HAIER TELECOM CO.,LTD."
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:A1:CC	44	AP		PSK	CCMP	CCMP	5220	30	-110	80	-87	-85	46	2018/09/09.16:05:15	2018/09/09.16:23:27	"Ruckus Wireless"
2018/09/09.16:24:35	"<hidden>"	6C:AA:B3:B2:31:C7	100	AP		PSK	CCMP	CCMP	5500	32	-110	40	-89	-84	102	2018/09/09.16:06:57	2018/09/09.16:19:22	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:89:5C	44	AP	bgnac	PSK	CCMP	CCMP	5220	22	-89	80	-89	-81	46	2018/09/09.16:07:17	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"<hidden>"	D4:68:4D:3E:97:F8	10	AP		PSK	TKIP	CCMP TKIP	2457	34	-110	20	-90	-83	10	2018/09/09.16:07:32	2018/09/09.16:23:40	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:8E:3C	36	AP	bgnac	PSK	CCMP	CCMP	5180	30	-85	80	-89	-84	38	2018/09/09.16:08:01	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	6C:AA:B3:32:24:6C	108	AP		PSK	CCMP	CCMP	5540	24	-110	40	-89	-85	110	2018/09/09.16:10:51	2018/09/09.16:21:54	"Ruckus Wireless"
2018/09/09.16:24:35	"EACCESS"	6C:AA:B3:72:24:6C	108	AP		PSK	CCMP	CCMP	5540	26	-110	40	-89	-86	110	2018/09/09.16:10:51	2018/09/09.16:21:54	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:A1:C8	1	AP		PSK	CCMP	CCMP	2412	52	-110	20	-92	-74	1	2018/09/09.16:13:24	2018/09/09.16:23:21	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:57:18	11	AP		PSK	CCMP	CCMP	2462	24	-110	20	-88	-88	11	2018/09/09.16:17:13	2018/09/09.16:18:04	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:58:EC	44	AP		PSK	CCMP	CCMP	5220	24	-110	80	-89	-85	46	2018/09/09.16:17:13	2018/09/09.16:21:54	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:A5:08	7	AP		PSK	CCMP	CCMP	2442	22	-110	20	-90	-87	7	2018/09/09.16:18:00	2018/09/09.16:21:54	"Ruckus Wireless"
2018/09/09.16:24:35	"OnePlus 3T"	94:65:2D:06:5E:8B	1	AP		PSK	CCMP	CCMP	2412	18	-110	40	-91	-85	1	2018/09/09.16:19:03	2018/09/09.16:21:54	"OnePlus Technology (Shenzhen) Co., Ltd"
2018/09/09.16:24:35	"BK9y-c2hpdmFuZy5raGFya3dhbDAw"	94:65:2D:74:B0:F1	6	AP		PSK	CCMP	CCMP	2437	24	-110	40	-88	-86	6	2018/09/09.16:19:22	2018/09/09.16:20:08	"OnePlus Technology (Shenzhen) Co., Ltd"
2018/09/09.16:24:35	"<hidden>"	6C:AA:B3:B2:24:67	108	AP		PSK	CCMP	CCMP	5540	24	-110	40	-88	-86	110	2018/09/09.16:20:49	2018/09/09.16:21:54	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:58:28	1	AP	bgn	PSK	CCMP	CCMP	2412	30	-85	20	-91	-85	1	2018/09/09.16:20:56	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:35	"TU"	D4:68:4D:3E:87:08	7	AP	bgn	PSK	CCMP	CCMP	2442	22	-89	20	-89	-89	7	2018/09/09.16:24:29	2018/09/09.16:24:35	"Ruckus Wireless"
2018/09/09.16:24:42	"sj"	DA:32:E3:B9:FF:04	6	AP		PSK	CCMP	CCMP	2437	94	-110	40	-87	-32	6	2018/09/09.15:54:38	2018/09/09.16:17:45	"<unrecognized>"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:81:88	1	AP	bgn	PSK	CCMP	CCMP	2412	94	-53	20	-90	-44	1	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:54:98	1	AP	bgn	PSK	CCMP	CCMP	2412	52	-74	20	-90	-66	1	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:59:38	1	AP	bgn	PSK	CCMP	CCMP	2412	54	-73	20	-89	-59	1	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:19:78	4	AP	bgn	PSK	CCMP	CCMP	2427	92	-54	20	-86	-53	4	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:87:F8	11	AP	bgn	PSK	CCMP	CCMP	2462	100	-32	20	-78	-29	11	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:82:98	9	AP	bgn	PSK	CCMP	CCMP	2452	100	-40	20	-81	-26	9	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:A3:08	7	AP	bgn	PSK	CCMP	CCMP	2442	38	-81	20	-81	-59	7	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"COMMITTEE ROOM"	D4:68:4D:3E:A4:28	10	AP	bgn	PSK	TKIP	CCMP TKIP	2457	50	-75	20	-92	-54	10	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:8C:88	11	AP	bgn	PSK	CCMP	CCMP	2462	70	-65	20	-89	-41	11	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:91:D8	11	AP	bgn	PSK	CCMP	CCMP	2462	54	-73	20	-87	-49	11	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:A3:C8	11	AP	bgn	PSK	CCMP	CCMP	2462	54	-73	20	-78	-52	11	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"DD Office"	00:1E:4A:90:00:20	11	AP		PSK	TKIP	TKIP	2462	18	-110	20	-91	-79	11	2018/09/09.15:54:38	2018/09/09.16:19:35	"Cisco Systems, Inc"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:8A:6C	36	AP		PSK	CCMP	CCMP	5180	28	-110	80	-88	-69	38	2018/09/09.15:54:38	2018/09/09.16:08:12	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:A6:8C	36	AP	bgnac	PSK	CCMP	CCMP	5180	74	-63	80	-84	-63	38	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:77:3C	40	AP	bgnac	PSK	CCMP	CCMP	5200	22	-89	80	-90	-83	38	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:8B:4C	40	AP		PSK	CCMP	CCMP	5200	26	-110	80	-90	-86	38	2018/09/09.15:54:38	2018/09/09.16:16:06	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:91:DC	44	AP	bgnac	PSK	CCMP	CCMP	5220	48	-76	80	-86	-59	46	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:59:3C	48	AP	bgnac	PSK	CCMP	CCMP	5240	28	-86	80	-88	-70	46	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:82:9C	48	AP	bgnac	PSK	CCMP	CCMP	5240	92	-54	80	-54	-35	46	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:A3:0C	48	AP		PSK	CCMP	CCMP	5240	26	-110	80	-89	-75	46	2018/09/09.15:54:38	2018/09/09.16:11:51	"Ruckus Wireless"
2018/09/09.16:24:42	"COMMITTEE ROOM"	D4:68:4D:3E:A4:2C	149	AP		PSK	TKIP	CCMP TKIP	5745	20	-110	40	-90	-73	151	2018/09/09.15:54:38	2018/09/09.16:20:01	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:19:7C	149	AP	bgnac	PSK	CCMP	CCMP	5745	42	-79	80	-87	-68	151	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:54:DC	157	AP	bgnac	PSK	CCMP	CCMP	5785	34	-83	80	-87	-76	159	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:87:FC	157	AP	bgnac	PSK	CCMP	CCMP	5785	100	-50	80	-65	-38	159	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:54:9C	157	AP		PSK	CCMP	CCMP	5785	22	-110	80	-91	-82	159	2018/09/09.15:54:38	2018/09/09.16:16:06	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:81:9C	157	AP		PSK	CCMP	CCMP	5785	24	-110	80	-90	-81	159	2018/09/09.15:54:38	2018/09/09.15:59:41	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:81:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	56	-72	80	-73	-64	159	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:8C:8C	161	AP	bgnac	PSK	CCMP	CCMP	5805	58	-71	80	-77	-59	159	2018/09/09.15:54:38	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:8E:88	1	AP		PSK	CCMP	CCMP	2412	26	-110	20	-89	-83	1	2018/09/09.15:54:43	2018/09/09.15:57:34	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:8B:48	1	AP		PSK	CCMP	CCMP	2412	28	-110	20	-90	-81	1	2018/09/09.15:54:43	2018/09/09.16:21:54	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:87:28	1	AP	bgn	PSK	CCMP	CCMP	2412	30	-85	20	-91	-81	1	2018/09/09.15:54:43	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	6C:AA:B3:32:31:C8	1	AP	bgn	PSK	CCMP	CCMP	2412	74	-63	20	-89	-58	1	2018/09/09.15:54:43	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"EACCESS"	6C:AA:B3:72:31:C8	1	AP	bgn	PSK	CCMP	CCMP	2412	70	-65	20	-90	-58	1	2018/09/09.15:54:43	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:81:A8	4	AP		PSK	CCMP	CCMP	2427	22	-110	20	-89	-74	4	2018/09/09.15:54:43	2018/09/09.16:18:19	"Ruckus Wireless"
2018/09/09.16:24:42	"AndroidAP"	AC:C3:3A:7A:83:E8	6	AP		PSK	CCMP	CCMP	2437	66	-110	20	-72	-64	6	2018/09/09.15:54:43	2018/09/09.15:59:41	"Samsung Electronics Co.,Ltd"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:81:C8	4	AP	bgn	PSK	CCMP	CCMP	2427	22	-89	20	-90	-72	4	2018/09/09.15:54:43	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"<hidden>"	2C:E6:CC:1A:CB:D8	4	AP	bgn	PSK	TKIP	CCMP TKIP	2427	44	-78	20	-87	-62	4	2018/09/09.15:54:43	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:54:D8	6	AP	bgn	PSK	CCMP	CCMP	2437	76	-62	20	-81	-62	6	2018/09/09.15:54:43	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:A6:88	7	AP	bgn	PSK	CCMP	CCMP	2442	100	-43	20	-75	-43	7	2018/09/09.15:54:43	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:8A:68	7	AP	bgn	PSK	CCMP	CCMP	2442	22	-89	20	-90	-65	7	2018/09/09.15:54:43	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:54:18	9	AP	bgn	PSK	CCMP	CCMP	2452	26	-87	20	-90	-73	9	2018/09/09.15:54:43	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	D4:68:4D:3E:58:E8	9	AP	bgn	PSK	CCMP	CCMP	2452	52	-74	20	-89	-74	9	2018/09/09.15:54:43	2018/09/09.16:24:42	"Ruckus Wireless"
2018/09/09.16:24:42	"TU"	6C:AA:B3:32:24:68	11	AP	bgn	PSK	CCMP	CCMP	2462	38	-81	20	-89	-68	11	2018/09/09.15:54:43	2018/09/09.16:24:42	"Ruckus Wireless"
